FullClipName,ClipName,mean_direction,mean_magnitude,real_direction
both_Botia_lohachata_C_12_20_L,Botia_lohachata_C_12_20,299.2405266074544,4.2055283233978746e-4,270
both_Botia_lohachata_C_12_21_L,Botia_lohachata_C_12_21,62.44118960159611,9.344559473344248e-4,90
both_Botia_lohachata_C_12_2_L,Botia_lohachata_C_12_2,319.9400650915593,4.849235989017915e-4,270
both_Botia_lohachata_C_12_3_L,Botia_lohachata_C_12_3,303.42664399368743,6.093073096221796e-4,270
both_Botia_lohachata_C_12_4_L,Botia_lohachata_C_12_4,283.8247498503955,5.655425522518975e-4,270
both_Botia_lohachata_C_12_5_L,Botia_lohachata_C_12_5,80.82703731653675,5.432507894900445e-4,90
both_Botia_lohachata_C_12_6_L,Botia_lohachata_C_12_6,285.1860095143042,2.544790326124967e-4,270
both_Botia_lohachata_C_12_7_L,Botia_lohachata_C_12_7,84.61151923805838,7.570204200541633e-4,90
both_Botia_lohachata_C_12_8_L,Botia_lohachata_C_12_8,74.61478074080524,7.940487670221424e-4,90
both_Botia_lohachata_C_12_9_L,Botia_lohachata_C_12_9,302.1327935664824,4.0415192063417507e-4,270
both_Botia_lohachata_C_13_1_L,Botia_lohachata_C_13_1,275.21876808984734,0.0018432600174052344,270
both_Botia_lohachata_C_13_2_L,Botia_lohachata_C_13_2,293.6271708427726,0.0022344428963807566,270
both_Botia_lohachata_C_13_3_L,Botia_lohachata_C_13_3,313.1760217379171,0.004081468870288424,270
both_Botia_lohachata_C_2_1_L,Botia_lohachata_C_2_1,265.4107010945395,4.5498965259646335e-4,270
both_Botia_lohachata_C_2_2_L,Botia_lohachata_C_2_2,104.15451074823551,6.454298572209758e-4,90
both_Botia_lohachata_C_2_3_L,Botia_lohachata_C_2_3,300.4519304311203,2.2302573814105478e-4,270
both_Botia_lohachata_C_3_1_L,Botia_lohachata_C_3_1,302.7948104672397,0.001273007639642838,270
both_Botia_lohachata_C_3_2_L,Botia_lohachata_C_3_2,310.92921969661654,9.153934265388469e-4,270
both_Botia_lohachata_C_3_3_L,Botia_lohachata_C_3_3,75.4915357214116,0.0012265648864514041,90
both_Botia_lohachata_C_4_1_L,Botia_lohachata_C_4_1,80.99351075543733,9.183640786294621e-4,90
both_Botia_lohachata_C_4_2_L,Botia_lohachata_C_4_2,298.86172093595496,9.429053579580236e-4,270
both_Botia_lohachata_C_4_3_L,Botia_lohachata_C_4_3,90.78514502446642,0.001118704354716621,90
both_Botia_lohachata_C_5_1_L,Botia_lohachata_C_5_1,287.713094525542,7.416754363890421e-4,270
both_Botia_lohachata_C_7_1_L,Botia_lohachata_C_7_1,61.665178114024094,0.0015449917079884922,90
both_Botia_lohachata_C_7_2_L,Botia_lohachata_C_7_2,94.11120078897704,0.0018125997123036226,90
both_Botia_lohachata_C_8_1_L,Botia_lohachata_C_8_1,45.81378740861743,5.737729360030298e-4,90
both_Botia_lohachata_P_10_1_L,Botia_lohachata_P_10_1,255.12168404564085,3.3773500556976425e-4,270
both_Botia_lohachata_P_10_2_L,Botia_lohachata_P_10_2,270.2047161431327,9.577623011694515e-4,270
both_Botia_lohachata_P_10_3_L,Botia_lohachata_P_10_3,279.58415702493795,1.9559576404473009e-4,270
both_Botia_lohachata_P_10_4_L,Botia_lohachata_P_10_4,290.50617232702047,7.530012428390714e-5,270
both_Botia_lohachata_P_11_1_L,Botia_lohachata_P_11_1,292.6709117103224,2.022377132437433e-5,270
